"trial_type","trial_index","time_elapsed","internal_node_id","subject","success","rt","stimulus","key_press","button_pressed","choices","target","block","task","accuracy","video","condition","responses"
"audio-button-response","44","73706","0.0-8.0-1.2","","","1502","audio/hornrecording.mp3","","0","pol_images/hornC.jpg,pol_images/distractor8.jpg,pol_images/distractor7.jpg,pol_images/distractor54.jpg","pol_images/hornC.jpg","choose","polysemy","true","","",""
"html-button-response","45","74151","0.0-8.0-0.3","","","343.00000000001455","","","0","","","","","","","",""
"audio-button-response","46","75339","0.0-8.0-1.3","","","1086","audio/caprecording.mp3","","1","pol_images/distractor18.jpg,pol_images/capC.jpg,pol_images/distractor36.jpg,pol_images/distractor29.jpg","pol_images/capC.jpg","choose","polysemy","true","","",""
"html-button-response","47","75865","0.0-8.0-0.4","","","425","","","0","","","","","","","",""
"audio-button-response","48","77615","0.0-8.0-1.4","","","1649","audio/caprecording.mp3","","0","pol_images/capA.jpg,pol_images/distractor33.jpg,pol_images/distractor53.jpg,pol_images/distractor9.jpg","pol_images/capA.jpg","choose","polysemy","true","","",""
"html-button-response","49","78063","0.0-8.0-0.5","","","346","","","0","","","","","","","",""
"audio-button-response","50","80348","0.0-8.0-1.5","","","2181.9999999999854","audio/collarrecording.mp3","","1","pol_images/distractor41.jpg,pol_images/collarA.jpg,pol_images/distractor38.jpg,pol_images/distractor52.jpg","pol_images/collarA.jpg","choose","polysemy","true","","",""
"html-button-response","51","80882","0.0-8.0-0.6","","","431","","","0","","","","","","","",""
"audio-button-response","52","85422","0.0-8.0-1.6","","","4437","audio/sheetrecording.mp3","","2","pol_images/distractor15.jpg,pol_images/distractor37.jpg,pol_images/sheetC.jpg,pol_images/distractor47.jpg","pol_images/sheetC.jpg","choose","polysemy","true","","",""
"html-button-response","53","85981","0.0-8.0-0.7","","","457","","","0","","","","","","","",""
"audio-button-response","54","88227","0.0-8.0-1.7","","","2141","audio/balloonrecording.mp3","","3","pol_images/distractor45.jpg,pol_images/distractor26.jpg,pol_images/distractor50.jpg,pol_images/balloonA.jpg","pol_images/balloonA.jpg","choose","polysemy","true","","",""
"html-button-response","55","89028","0.0-8.0-0.8","","","699","","","0","","","","","","","",""
"audio-button-response","56","90908","0.0-8.0-1.8","","","1778.0000000000146","audio/caprecording.mp3","","1","pol_images/distractor34.jpg,pol_images/capB.jpg,pol_images/distractor24.jpg,pol_images/distractor12.jpg","pol_images/capB.jpg","choose","polysemy","true","","",""
"html-button-response","57","91709","0.0-8.0-0.9","","","700","","","0","","","","","","","",""
"audio-button-response","58","93669","0.0-8.0-1.9","","","1858","audio/balloonrecording.mp3","","0","pol_images/balloonB.jpg,pol_images/distractor3.jpg,pol_images/distractor17.jpg,pol_images/distractor1.jpg","pol_images/balloonB.jpg","choose","polysemy","true","","",""
"html-button-response","59","94105","0.0-8.0-0.10","","","334.99999999998545","","","0","","","","","","","",""
"audio-button-response","60","95561","0.0-8.0-1.10","","","1354","audio/sheetrecording.mp3","","0","pol_images/sheetB.jpg,pol_images/distractor28.jpg,pol_images/distractor30.jpg,pol_images/distractor14.jpg","pol_images/sheetB.jpg","choose","polysemy","true","","",""
"html-button-response","61","96175","0.0-8.0-0.11","","","512","","","0","","","","","","","",""
"audio-button-response","62","97688","0.0-8.0-1.11","","","1410","audio/glassesrecording-whichis.mp3","","2","pol_images/distractor11.jpg,pol_images/distractor25.jpg,pol_images/glassesB.jpg,pol_images/distractor2.jpg","pol_images/glassesB.jpg","choose","polysemy","true","","",""
"html-button-response","63","98205","0.0-8.0-0.12","","","415","","","0","","","","","","","",""
"audio-button-response","64","100069","0.0-8.0-1.12","","","1761","audio/balloonrecording.mp3","","2","pol_images/distractor35.jpg,pol_images/distractor44.jpg,pol_images/balloonC.jpg,pol_images/distractor46.jpg","pol_images/balloonC.jpg","choose","polysemy","true","","",""
"html-button-response","65","100610","0.0-8.0-0.13","","","439","","","0","","","","","","","",""
"audio-button-response","66","102502","0.0-8.0-1.13","","","1789","audio/glassesrecording-whichis.mp3","","2","pol_images/distractor31.jpg,pol_images/distractor16.jpg,pol_images/glassesA.jpg,pol_images/distractor6.jpg","pol_images/glassesA.jpg","choose","polysemy","true","","",""
"html-button-response","67","102922","0.0-8.0-0.14","","","319.00000000001455","","","0","","","","","","","",""
"audio-button-response","68","104928","0.0-8.0-1.14","","","1903","audio/hornrecording.mp3","","3","pol_images/distractor40.jpg,pol_images/distractor4.jpg,pol_images/distractor19.jpg,pol_images/hornB.jpg","pol_images/hornB.jpg","choose","polysemy","true","","",""
"html-button-response","69","105567","0.0-8.0-0.15","","","536.9999999999854","","","0","","","","","","","",""
"audio-button-response","70","108736","0.0-8.0-1.15","","","3067","audio/collarrecording.mp3","","1","pol_images/distractor23.jpg,pol_images/collarC.jpg,pol_images/distractor42.jpg,pol_images/distractor49.jpg","pol_images/collarC.jpg","choose","polysemy","true","","",""
"html-button-response","71","109181","0.0-8.0-0.16","","","343","","","0","","","","","","","",""
"audio-button-response","72","112233","0.0-8.0-1.16","","","2949.9999999999854","audio/collarrecording.mp3","","3","pol_images/distractor10.jpg,pol_images/distractor21.jpg,pol_images/distractor27.jpg,pol_images/collarB.jpg","pol_images/collarB.jpg","choose","polysemy","true","","",""
"html-button-response","73","112800","0.0-8.0-0.17","","","465","","","0","","","","","","","",""
"audio-button-response","74","115637","0.0-8.0-1.17","","","2735","audio/hornrecording.mp3","","1","pol_images/distractor13.jpg,pol_images/hornA.jpg,pol_images/distractor51.jpg,pol_images/distractor43.jpg","pol_images/hornA.jpg","choose","polysemy","true","","",""
"audio-keyboard-response","75","117076","0.0-9.0","","","null","audio/instructions_keepgoing.wav","null","","","","","","","","",""
"html-button-response","76","117921","0.0-10.0-0.0","","","744","","","0","","","","","","","",""
"video-keyboard-response","77","121527","0.0-10.0-1.0","","","null","audio/instructions_gotogether.mp3","null","","","","teach","pal","","videos/cond1_newamb_eye.mp4","",""
"html-button-response","78","122368","0.0-10.0-0.1","","","740.0000000000146","","","0","","","","","","","",""
"video-keyboard-response","79","125972","0.0-10.0-1.1","","","null","audio/instructions_gotogether.mp3","null","","","","teach","pal","","videos/cond1_newamb_button.mp4","",""
"html-button-response","80","145679","0.0-10.0-0.2","","","19605","","","0","","","","","","","",""
"video-keyboard-response","81","149283","0.0-10.0-1.2","","","null","audio/instructions_gotogether.mp3","null","","","","teach","pal","","videos/cond1_newamb_pizza.mp4","",""
"html-button-response","82","150253","0.0-10.0-0.3","","","869","","","0","","","","","","","",""
"video-keyboard-response","83","153857","0.0-10.0-1.3","","","null","audio/instructions_gotogether.mp3","null","","","","teach","pal","","videos/cond1_iconic_snake1_MUTE.mp4","",""
"html-button-response","84","155085","0.0-10.0-0.4","","","1126","","","0","","","","","","","",""
"video-keyboard-response","85","158690","0.0-10.0-1.4","","","null","audio/instructions_alsogotogether.mp3","null","","","","teach","pal","","videos/cond1_iconic_car1_MUTE.mp4","",""
"html-button-response","86","160717","0.0-10.0-0.5","","","1925","","","0","","","","","","","",""
"video-keyboard-response","87","164321","0.0-10.0-1.5","","","null","audio/instructions_alsogotogether.mp3","null","","","","teach","pal","","videos/cond1_iconic_table1_MUTE.mp4","",""
"html-button-response","88","164734","0.0-10.0-0.6","","","311","","","0","","","","","","","",""
"video-keyboard-response","89","168338","0.0-10.0-1.6","","","null","audio/instructions_alsogotogether.mp3","null","","","","teach","pal","","videos/cond1_iconic_fox1_MUTE.mp4","",""
"html-button-response","90","168768","0.0-10.0-0.7","","","327","","","0","","","","","","","",""
"video-keyboard-response","91","172371","0.0-10.0-1.7","","","null","audio/instructions_alsogotogether.mp3","null","","","","teach","pal","","videos/cond1_iconic_chair1_MUTE.mp4","",""
"audio-keyboard-response","92","174829","0.0-11.0","","","null","audio/instructions_whichpictures.wav","null","","","","","","","","",""
"html-button-response","93","176037","0.0-12.0-0.0","","","1107","","","0","","","","","","","",""
"image-button-response","94","190860","0.0-12.0-1.0","","","14720","pal_images/pizza.jpg","","1","pal_images/iconic_pizza.jpg,pal_images/amb_pizza.jpg","pal_images/amb_pizza.jpg","test","pal","true","","1",""
"html-button-response","95","192122","0.0-12.0-0.1","","","1159","","","0","","","","","","","",""
"image-button-response","96","219968","0.0-12.0-1.1","","","27743","pal_images/chair.jpg","","0","pal_images/iconic_chair.jpg,pal_images/random4.jpg","pal_images/iconic_chair.jpg","test","pal","true","","1",""
"html-button-response","97","223339","0.0-12.0-0.2","","","3268","","","0","","","","","","","",""
"image-button-response","98","236372","0.0-12.0-1.2","","","12931","pal_images/car.jpg","","0","pal_images/iconic_car.jpg,pal_images/random12.jpg","pal_images/iconic_car.jpg","test","pal","true","","1",""
"html-button-response","99","246265","0.0-12.0-0.3","","","9791","","","0","","","","","","","",""
"image-button-response","100","248109","0.0-12.0-1.3","","","1741","pal_images/table.jpg","","1","pal_images/random9.jpg,pal_images/iconic_table.jpg","pal_images/iconic_table.jpg","test","pal","true","","1",""
"html-button-response","101","262222","0.0-12.0-0.4","","","14010.99999999997","","","0","","","","","","","",""
"image-button-response","102","274196","0.0-12.0-1.4","","","11873","pal_images/snake.jpg","","0","pal_images/iconic_snake.jpg,pal_images/random3.jpg","pal_images/iconic_snake.jpg","test","pal","true","","1",""
"html-button-response","103","275049","0.0-12.0-0.5","","","751.0000000000582","","","0","","","","","","","",""
"image-button-response","104","286113","0.0-12.0-1.5","","","10962","pal_images/fox.jpg","","1","pal_images/random7.jpg,pal_images/iconic_fox.jpg","pal_images/iconic_fox.jpg","test","pal","true","","1",""
"html-button-response","105","287500","0.0-12.0-0.6","","","1286","","","0","","","","","","","",""
"image-button-response","106","305475","0.0-12.0-1.6","","","17872.99999999994","pal_images/button.jpg","","1","pal_images/iconic_button.jpg,pal_images/amb_button.jpg","pal_images/amb_button.jpg","test","pal","true","","1",""
"html-button-response","107","306227","0.0-12.0-0.7","","","650.0000000000582","","","0","","","","","","","",""
"image-button-response","108","308155","0.0-12.0-1.7","","","1826","pal_images/eye.jpg","","1","pal_images/iconic_eye.jpg,pal_images/amb_eye.jpg","pal_images/amb_eye.jpg","test","pal","true","","1",""
"audio-keyboard-response","109","313411","0.0-13.0","","","null","audio/instructions_newgame.mp3","null","","","","","","","","",""
"html-button-response","110","322840","0.0-14.0-0.0","","","9325.999999999942","","","0","","","","","","","",""
"video-keyboard-response","111","326444","0.0-14.0-1.0","","","null","audio/instructions_gotogethertoo.mp3","null","","","","teach","pal","","videos/cond1_iconic_tub1_MUTE.mp4","",""
"html-button-response","112","337868","0.0-14.0-0.1","","","11322","","","0","","","","","","","",""
"video-keyboard-response","113","341657","0.0-14.0-1.1","","","null","audio/instructions_gotogethertoo.mp3","null","","","","teach","pal","","videos/cond1_newamb_flag.mp4","",""
"html-button-response","114","344766","0.0-14.0-0.2","","","3008","","","0","","","","","","","",""
"video-keyboard-response","115","348371","0.0-14.0-1.2","","","null","audio/instructions_gotogethertoo.mp3","null","","","","teach","pal","","videos/cond1_newamb_butterfly.mp4","",""
"html-button-response","116","350663","0.0-14.0-0.3","","","2191.000000000058","","","0","","","","","","","",""
"video-keyboard-response","117","354267","0.0-14.0-1.3","","","null","audio/instructions_gotogethertoo.mp3","null","","","","teach","pal","","videos/cond1_iconic_sandbox1_MUTE.mp4","",""
"html-button-response","118","358985","0.0-14.0-0.4","","","4616","","","0","","","","","","","",""
"video-keyboard-response","119","362588","0.0-14.0-1.4","","","null","audio/instructions_justafewmore.mp3","null","","","","teach","pal","","videos/cond1_newamb_boots.mp4","",""
"html-button-response","120","365032","0.0-14.0-0.5","","","2343","","","0","","","","","","","",""
"video-keyboard-response","121","368637","0.0-14.0-1.5","","","null","audio/instructions_justafewmore.mp3","null","","","","teach","pal","","videos/cond1_newamb_bib.mp4","",""
"html-button-response","122","369235","0.0-14.0-0.6","","","496","","","0","","","","","","","",""
"video-keyboard-response","123","372840","0.0-14.0-1.6","","","null","audio/instructions_justafewmore.mp3","null","","","","teach","pal","","videos/cond1_iconic_boat1_MUTE.mp4","",""
"html-button-response","124","373502","0.0-14.0-0.7","","","561","","","0","","","","","","","",""
"video-keyboard-response","125","377106","0.0-14.0-1.7","","","null","audio/instructions_justafewmore.mp3","null","","","","teach","pal","","videos/cond1_newamb_lightning.mp4","",""
"audio-keyboard-response","126","379563","0.0-15.0","","","null","audio/instructions_whichpictures.wav","null","","","","","","","","",""
"html-button-response","127","381319","0.0-16.0-0.0","","","1654","","","0","","","","","","","",""
"image-button-response","128","397934","0.0-16.0-1.0","","","16512","pal_images/butterfly.jpg","","0","pal_images/amb_butterfly.jpg,pal_images/iconic_butterfly.jpg","pal_images/amb_butterfly.jpg","test","pal","true","","1",""
"html-button-response","129","398572","0.0-16.0-0.1","","","537","","","0","","","","","","","",""
"image-button-response","130","420199","0.0-16.0-1.1","","","21524","pal_images/boat.jpg","","0","pal_images/iconic_boat.jpg,pal_images/random1.jpg","pal_images/iconic_boat.jpg","test","pal","true","","1",""
"html-button-response","131","421179","0.0-16.0-0.2","","","878","","","0","","","","","","","",""
"image-button-response","132","443441","0.0-16.0-1.2","","","22160","pal_images/bib.jpg","","0","pal_images/amb_bib.jpg,pal_images/iconic_bib.jpg","pal_images/amb_bib.jpg","test","pal","true","","1",""
"html-button-response","133","444161","0.0-16.0-0.3","","","619.0000000000582","","","0","","","","","","","",""
"image-button-response","134","459282","0.0-16.0-1.3","","","15019.999999999942","pal_images/flag.jpg","","0","pal_images/amb_flag.jpg,pal_images/iconic_flag.jpg","pal_images/amb_flag.jpg","test","pal","true","","1",""
"html-button-response","135","459929","0.0-16.0-0.4","","","546","","","0","","","","","","","",""
"image-button-response","136","476695","0.0-16.0-1.4","","","16664","pal_images/boots.jpg","","1","pal_images/iconic_boots.jpg,pal_images/amb_boots.jpg","pal_images/amb_boots.jpg","test","pal","true","","1",""
"html-button-response","137","477309","0.0-16.0-0.5","","","513","","","0","","","","","","","",""
"image-button-response","138","497260","0.0-16.0-1.5","","","19847.99999999994","pal_images/lightning.jpg","","1","pal_images/iconic_lightning.jpg,pal_images/amb_lightning.jpg","pal_images/amb_lightning.jpg","test","pal","true","","1",""
"html-button-response","139","499762","0.0-16.0-0.6","","","2400","","","0","","","","","","","",""
"image-button-response","140","508733","0.0-16.0-1.6","","","8870.000000000058","pal_images/tub.jpg","","1","pal_images/random2.jpg,pal_images/iconic_tub.jpg","pal_images/iconic_tub.jpg","test","pal","true","","1",""
"html-button-response","141","509477","0.0-16.0-0.7","","","641.9999999999418","","","0","","","","","","","",""
"image-button-response","142","519691","0.0-16.0-1.7","","","10112","pal_images/sandbox.jpg","","1","pal_images/random13.jpg,pal_images/iconic_sandbox.jpg","pal_images/iconic_sandbox.jpg","test","pal","true","","1",""
"survey-text","143","561420","0.0-17.0","","","41604","","","","","","","","","","","{""feedback"":""TEST - i worked through it and it seems to be going smoothly!! i think i only saw 1 symbol repeated maybe??? maybe im wrong. wondering also about the amb_bib if it's actually iconic""}"
"audio-keyboard-response","144","563971","0.0-18.0","","","null","audio/done.mp3","null","","","","","","","","",""
