"trial_type","trial_index","time_elapsed","internal_node_id","subject","success","rt","stimulus","key_press","button_pressed","choices","target","block","task","accuracy","video","condition","responses"
"audio-button-response","30","57567","0.0-5.0-1.6-0.6","","","null","audio/duckrecording1.mp3","","null","","","","","","","",""
"audio-button-response","31","58251","0.0-5.0-1.6-1.6","","","581.9199999968987","audio/duckrecording2.mp3","","0","pol_images/duck.jpg,pol_images/sheep.jpg,pol_images/horse.jpg,pol_images/calf.jpg","pol_images/duck.jpg","intro","polysemy","true","","",""
"audio-keyboard-response","32","61358","0.0-5.0-2.6","","","null","audio/answer-correct.mp3","null","","","","","","","","",""
"html-button-response","33","62375","0.0-5.0-0.7","","","913.8100000272971","","","0","","","","","","","",""
"audio-button-response","34","64480","0.0-5.0-1.7-0.7","","","null","audio/footrecording1.mp3","","null","","","","","","","",""
"audio-button-response","35","65320","0.0-5.0-1.7-1.7","","","734.0649999969173","audio/footrecording2.mp3","","1","pol_images/neck.jpg,pol_images/foot.jpg,pol_images/shoulder.jpg,pol_images/hand.jpg","pol_images/foot.jpg","intro","polysemy","true","","",""
"audio-keyboard-response","36","68425","0.0-5.0-2.7","","","null","audio/answer-correct.mp3","null","","","","","","","","",""
"audio-keyboard-response","37","71033","0.0-6.0","","","null","audio/instructions_keepgoing.wav","null","","","","","","","","",""
"audio-keyboard-response","38","74320","0.0-7.0","","","null","audio/instructions_waitfull.mp3","null","","","","","","","","",""
"html-button-response","39","75675","0.0-8.0-0.0","","","1253.8150000036694","","","0","","","","","","","",""
"audio-button-response","40","78825","0.0-8.0-1.0","","","3042.7700000000186","audio/sheetrecording.mp3","","0","pol_images/sheetC.jpg,pol_images/distractor33.jpg,pol_images/distractor24.jpg,pol_images/distractor41.jpg","pol_images/sheetC.jpg","choose","polysemy","true","","",""
"html-button-response","41","79735","0.0-8.0-0.1","","","805.659999983618","","","0","","","","","","","",""
"audio-button-response","42","81785","0.0-8.0-1.1","","","1946.6300000203773","audio/balloonrecording.mp3","","3","pol_images/distractor17.jpg,pol_images/distractor6.jpg,pol_images/distractor37.jpg,pol_images/balloonB.jpg","pol_images/balloonB.jpg","choose","polysemy","true","","",""
"html-button-response","43","82589","0.0-8.0-0.2","","","700.6449999753386","","","0","","","","","","","",""
"audio-button-response","44","85665","0.0-8.0-1.2","","","2972.1150000113994","audio/collarrecording.mp3","","1","pol_images/distractor34.jpg,pol_images/collarB.jpg,pol_images/distractor1.jpg,pol_images/distractor51.jpg","pol_images/collarB.jpg","choose","polysemy","true","","",""
"html-button-response","45","86583","0.0-8.0-0.3","","","812.0749999943655","","","0","","","","","","","",""
"audio-button-response","46","88987","0.0-8.0-1.3","","","2300.004999997327","audio/hornrecording.mp3","","1","pol_images/distractor21.jpg,pol_images/hornB.jpg,pol_images/distractor49.jpg,pol_images/distractor47.jpg","pol_images/hornB.jpg","choose","polysemy","true","","",""
"html-button-response","47","90045","0.0-8.0-0.4","","","953.2799999869894","","","0","","","","","","","",""
"audio-button-response","48","92365","0.0-8.0-1.4","","","2213.904999982333","audio/hornrecording.mp3","","1","pol_images/distractor40.jpg,pol_images/hornC.jpg,pol_images/distractor9.jpg,pol_images/distractor11.jpg","pol_images/hornC.jpg","choose","polysemy","true","","",""
"html-button-response","49","93242","0.0-8.0-0.5","","","774.5649999997113","","","0","","","","","","","",""
"audio-button-response","50","95375","0.0-8.0-1.5","","","2028.1050000048708","audio/caprecording.mp3","","0","pol_images/capA.jpg,pol_images/distractor39.jpg,pol_images/distractor23.jpg,pol_images/distractor44.jpg","pol_images/capA.jpg","choose","polysemy","true","","",""
"html-button-response","51","96228","0.0-8.0-0.6","","","750.1000000047497","","","0","","","","","","","",""
"audio-button-response","52","98926","0.0-8.0-1.6","","","2595.455000002403","audio/sheetrecording.mp3","","1","pol_images/distractor36.jpg,pol_images/sheetA.jpg,pol_images/distractor2.jpg,pol_images/distractor45.jpg","pol_images/sheetA.jpg","choose","polysemy","true","","",""
"html-button-response","53","99697","0.0-8.0-0.7","","","669.579999987036","","","0","","","","","","","",""
"audio-button-response","54","101748","0.0-8.0-1.7","","","1943.939999997383","audio/balloonrecording.mp3","","1","pol_images/distractor8.jpg,pol_images/balloonA.jpg,pol_images/distractor5.jpg,pol_images/distractor7.jpg","pol_images/balloonA.jpg","choose","polysemy","true","","",""
"html-button-response","55","102420","0.0-8.0-0.8","","","570.6549999886192","","","0","","","","","","","",""
"audio-button-response","56","105068","0.0-8.0-1.8","","","2544.079999992391","audio/glassesrecording-whichis.mp3","","0","pol_images/glassesC.jpg,pol_images/distractor3.jpg,pol_images/distractor38.jpg,pol_images/distractor35.jpg","pol_images/glassesC.jpg","choose","polysemy","true","","",""
"html-button-response","57","105840","0.0-8.0-0.9","","","667.6450000086334","","","0","","","","","","","",""
"audio-button-response","58","108611","0.0-8.0-1.9","","","2667.1649999916553","audio/caprecording.mp3","","0","pol_images/capB.jpg,pol_images/distractor26.jpg,pol_images/distractor19.jpg,pol_images/distractor12.jpg","pol_images/capB.jpg","choose","polysemy","true","","",""
"html-button-response","59","109350","0.0-8.0-0.10","","","634.8899999866262","","","0","","","","","","","",""
"audio-button-response","60","112237","0.0-8.0-1.10","","","2782.485000003362","audio/hornrecording.mp3","","2","pol_images/distractor16.jpg,pol_images/distractor13.jpg,pol_images/hornA.jpg,pol_images/distractor22.jpg","pol_images/hornA.jpg","choose","polysemy","true","","",""
"html-button-response","61","113015","0.0-8.0-0.11","","","675.5650000122841","","","0","","","","","","","",""
"audio-button-response","62","115550","0.0-8.0-1.11","","","2430.575000005774","audio/collarrecording.mp3","","0","pol_images/collarA.jpg,pol_images/distractor50.jpg,pol_images/distractor10.jpg,pol_images/distractor30.jpg","pol_images/collarA.jpg","choose","polysemy","true","","",""
"html-button-response","63","116354","0.0-8.0-0.12","","","701.5800000226591","","","0","","","","","","","",""
"audio-button-response","64","118518","0.0-8.0-1.12","","","2059.8949999839533","audio/glassesrecording-whichis.mp3","","2","pol_images/distractor27.jpg,pol_images/distractor28.jpg,pol_images/glassesB.jpg,pol_images/distractor29.jpg","pol_images/glassesB.jpg","choose","polysemy","true","","",""
"html-button-response","65","119199","0.0-8.0-0.13","","","580.2099999855272","","","0","","","","","","","",""
"audio-button-response","66","121381","0.0-8.0-1.13","","","2078.635000012582","audio/sheetrecording.mp3","","3","pol_images/distractor14.jpg,pol_images/distractor31.jpg,pol_images/distractor15.jpg,pol_images/sheetB.jpg","pol_images/sheetB.jpg","choose","polysemy","true","","",""
"html-button-response","67","122086","0.0-8.0-0.14","","","598.6950000224169","","","0","","","","","","","",""
"audio-button-response","68","124243","0.0-8.0-1.14","","","2051.0099999955855","audio/glassesrecording-whichis.mp3","","3","pol_images/distractor20.jpg,pol_images/distractor4.jpg,pol_images/distractor43.jpg,pol_images/glassesA.jpg","pol_images/glassesA.jpg","choose","polysemy","true","","",""
"html-button-response","69","124890","0.0-8.0-0.15","","","544.5950000139419","","","0","","","","","","","",""
"audio-button-response","70","128022","0.0-8.0-1.15","","","3028.794999991078","audio/collarrecording.mp3","","3","pol_images/distractor42.jpg,pol_images/distractor18.jpg,pol_images/distractor32.jpg,pol_images/collarC.jpg","pol_images/collarC.jpg","choose","polysemy","true","","",""
"html-button-response","71","129294","0.0-8.0-0.16","","","1167.264999996405","","","0","","","","","","","",""
"audio-button-response","72","131015","0.0-8.0-1.16","","","1612.4000000127126","audio/balloonrecording.mp3","","1","pol_images/distractor46.jpg,pol_images/balloonC.jpg,pol_images/distractor52.jpg,pol_images/distractor54.jpg","pol_images/balloonC.jpg","choose","polysemy","true","","",""
"html-button-response","73","131827","0.0-8.0-0.17","","","710.4650000110269","","","0","","","","","","","",""
"audio-button-response","74","133853","0.0-8.0-1.17","","","1919.6550000051502","audio/caprecording.mp3","","0","pol_images/capC.jpg,pol_images/distractor48.jpg,pol_images/distractor25.jpg,pol_images/distractor53.jpg","pol_images/capC.jpg","choose","polysemy","true","","",""
"audio-keyboard-response","75","135290","0.0-9.0","","","null","audio/instructions_keepgoing.wav","null","","","","","","","","",""
"html-button-response","76","136633","0.0-10.0-0.0","","","1240.5199999921024","","","0","","","","","","","",""
"video-keyboard-response","77","140238","0.0-10.0-1.0","","","null","audio/instructions_gotogether.mp3","null","","","","teach","pal","","videos/cond2_newamb_chair.mp4","",""
"html-button-response","78","141339","0.0-10.0-0.1","","","993.9599999925122","","","0","","","","","","","",""
"video-keyboard-response","79","144948","0.0-10.0-1.1","","","null","audio/instructions_gotogether.mp3","null","","","","teach","pal","","videos/cond2_iconic_butterfly1_MUTE.mp4","",""
"html-button-response","80","145544","0.0-10.0-0.2","","","492.3199999902863","","","0","","","","","","","",""
"video-keyboard-response","81","149150","0.0-10.0-1.2","","","null","audio/instructions_gotogether.mp3","null","","","","teach","pal","","videos/cond2_iconic_lightning1_MUTE.mp4","",""
"html-button-response","82","149718","0.0-10.0-0.3","","","465.92499999678694","","","0","","","","","","","",""
"video-keyboard-response","83","153321","0.0-10.0-1.3","","","null","audio/instructions_gotogether.mp3","null","","","","teach","pal","","videos/cond2_iconic_pizza1_MUTE.mp4","",""
"html-button-response","84","153924","0.0-10.0-0.4","","","499.74999998812564","","","0","","","","","","","",""
"video-keyboard-response","85","157529","0.0-10.0-1.4","","","null","audio/instructions_alsogotogether.mp3","null","","","","teach","pal","","videos/cond2_newamb_table.mp4","",""
"html-button-response","86","158161","0.0-10.0-0.5","","","529.1800000122748","","","0","","","","","","","",""
"video-keyboard-response","87","161769","0.0-10.0-1.5","","","null","audio/instructions_alsogotogether.mp3","null","","","","teach","pal","","videos/cond2_newamb_boat.mp4","",""
"html-button-response","88","162483","0.0-10.0-0.6","","","612.825000018347","","","0","","","","","","","",""
"video-keyboard-response","89","166088","0.0-10.0-1.6","","","null","audio/instructions_alsogotogether.mp3","null","","","","teach","pal","","videos/cond2_iconic_bib1_MUTE.mp4","",""
"html-button-response","90","166785","0.0-10.0-0.7","","","592.754999990575","","","0","","","","","","","",""
"video-keyboard-response","91","170392","0.0-10.0-1.7","","","null","audio/instructions_alsogotogether.mp3","null","","","","teach","pal","","videos/cond2_iconic_flag1_MUTE.mp4","",""
"audio-keyboard-response","92","172848","0.0-11.0","","","null","audio/instructions_whichpictures.wav","null","","","","","","","","",""
"html-button-response","93","173737","0.0-12.0-0.0","","","787.289999978384","","","0","","","","","","","",""
"image-button-response","94","176083","0.0-12.0-1.0","","","2240.8249999862164","pal_images/pizza.jpg","","1","pal_images/random13.jpg,pal_images/iconic_pizza.jpg","pal_images/iconic_pizza.jpg","test","pal","true","","2",""
"html-button-response","95","177222","0.0-12.0-0.1","","","1034.9099999875762","","","0","","","","","","","",""
"image-button-response","96","178559","0.0-12.0-1.1","","","1235.290000011446","pal_images/butterfly.jpg","","1","pal_images/random15.jpg,pal_images/iconic_butterfly.jpg","pal_images/iconic_butterfly.jpg","test","pal","true","","2",""
"html-button-response","97","179322","0.0-12.0-0.2","","","660.4249999800231","","","0","","","","","","","",""
"image-button-response","98","180594","0.0-12.0-1.2","","","1164.2900000151712","pal_images/chair.jpg","","1","pal_images/iconic_chair.jpg,pal_images/amb_chair.jpg","pal_images/amb_chair.jpg","test","pal","true","","2",""
"html-button-response","99","181365","0.0-12.0-0.3","","","665.2349999931175","","","0","","","","","","","",""
"image-button-response","100","182602","0.0-12.0-1.3","","","1134.829999995418","pal_images/lightning.jpg","","1","pal_images/random7.jpg,pal_images/iconic_lightning.jpg","pal_images/iconic_lightning.jpg","test","pal","true","","2",""
"html-button-response","101","183282","0.0-12.0-0.4","","","575.2600000123493","","","0","","","","","","","",""
"image-button-response","102","186548","0.0-12.0-1.4","","","3160.0650000036694","pal_images/boat.jpg","","1","pal_images/iconic_boat.jpg,pal_images/amb_boat.jpg","pal_images/amb_boat.jpg","test","pal","true","","2",""
"html-button-response","103","187351","0.0-12.0-0.5","","","699.0050000022165","","","0","","","","","","","",""
"image-button-response","104","190760","0.0-12.0-1.5","","","3304.455000004964","pal_images/flag.jpg","","1","pal_images/random1.jpg,pal_images/iconic_flag.jpg","pal_images/iconic_flag.jpg","test","pal","true","","2",""
"html-button-response","105","191596","0.0-12.0-0.6","","","733.9849999989383","","","0","","","","","","","",""
"image-button-response","106","192924","0.0-12.0-1.6","","","1221.7099999834318","pal_images/bib.jpg","","0","pal_images/iconic_bib.jpg,pal_images/random4.jpg","pal_images/iconic_bib.jpg","test","pal","true","","2",""
"html-button-response","107","193572","0.0-12.0-0.7","","","545.4099999915343","","","0","","","","","","","",""
"image-button-response","108","198034","0.0-12.0-1.7","","","4360.404999984894","pal_images/table.jpg","","0","pal_images/amb_table.jpg,pal_images/iconic_table.jpg","pal_images/amb_table.jpg","test","pal","true","","2",""
"audio-keyboard-response","109","203291","0.0-13.0","","","null","audio/instructions_newgame.mp3","null","","","","","","","","",""
"html-button-response","110","204584","0.0-14.0-0.0","","","1190.935000020545","","","0","","","","","","","",""
"video-keyboard-response","111","208192","0.0-14.0-1.0","","","null","audio/instructions_gotogethertoo.mp3","null","","","","teach","pal","","videos/cond2_newamb_car.mp4","",""
"html-button-response","112","208994","0.0-14.0-0.1","","","700.024999998277","","","0","","","","","","","",""
"video-keyboard-response","113","212603","0.0-14.0-1.1","","","null","audio/instructions_gotogethertoo.mp3","null","","","","teach","pal","","videos/cond2_iconic_eye1_MUTE.mp4","",""
"html-button-response","114","213275","0.0-14.0-0.2","","","571.6550000070129","","","0","","","","","","","",""
"video-keyboard-response","115","216878","0.0-14.0-1.2","","","null","audio/instructions_gotogethertoo.mp3","null","","","","teach","pal","","videos/cond2_newamb_snake.mp4","",""
"html-button-response","116","217876","0.0-14.0-0.3","","","891.2549999949988","","","0","","","","","","","",""
"video-keyboard-response","117","221487","0.0-14.0-1.3","","","null","audio/instructions_gotogethertoo.mp3","null","","","","teach","pal","","videos/cond2_newamb_sandbox.mp4","",""
"html-button-response","118","222460","0.0-14.0-0.4","","","869.524999987334","","","0","","","","","","","",""
"video-keyboard-response","119","226064","0.0-14.0-1.4","","","null","audio/instructions_justafewmore.mp3","null","","","","teach","pal","","videos/cond2_iconic_button1_MUTE.mp4","",""
"html-button-response","120","226708","0.0-14.0-0.5","","","541.3350000162609","","","0","","","","","","","",""
"video-keyboard-response","121","230310","0.0-14.0-1.5","","","null","audio/instructions_justafewmore.mp3","null","","","","teach","pal","","videos/cond2_iconic_boots1_MUTE.mp4","",""
"html-button-response","122","231024","0.0-14.0-0.6","","","611.2049999937881","","","0","","","","","","","",""
"video-keyboard-response","123","234628","0.0-14.0-1.6","","","null","audio/instructions_justafewmore.mp3","null","","","","teach","pal","","videos/cond2_newamb_tub.mp4","",""
"html-button-response","124","235188","0.0-14.0-0.7","","","458.2599999848753","","","0","","","","","","","",""
"video-keyboard-response","125","238795","0.0-14.0-1.7","","","null","audio/instructions_justafewmore.mp3","null","","","","teach","pal","","videos/cond2_newamb_fox.mp4","",""
"audio-keyboard-response","126","241254","0.0-15.0","","","null","audio/instructions_whichpictures.wav","null","","","","","","","","",""
"html-button-response","127","242162","0.0-16.0-0.0","","","806.0700000205543","","","0","","","","","","","",""
"image-button-response","128","244007","0.0-16.0-1.0","","","1741.0000000090804","pal_images/button.jpg","","0","pal_images/iconic_button.jpg,pal_images/random6.jpg","pal_images/iconic_button.jpg","test","pal","true","","2",""
"html-button-response","129","245015","0.0-16.0-0.1","","","904.3850000016391","","","0","","","","","","","",""
"image-button-response","130","248016","0.0-16.0-1.1","","","2899.635000008857","pal_images/sandbox.jpg","","1","pal_images/iconic_sandbox.jpg,pal_images/amb_sandbox.jpg","pal_images/amb_sandbox.jpg","test","pal","true","","2",""
"html-button-response","131","248796","0.0-16.0-0.2","","","677.2350000101142","","","0","","","","","","","",""
"image-button-response","132","250157","0.0-16.0-1.2","","","1255.4850000014994","pal_images/boots.jpg","","0","pal_images/iconic_boots.jpg,pal_images/random16.jpg","pal_images/iconic_boots.jpg","test","pal","true","","2",""
"html-button-response","133","250887","0.0-16.0-0.3","","","624.1149999841582","","","0","","","","","","","",""
"image-button-response","134","252463","0.0-16.0-1.3","","","1470.8799999789335","pal_images/eye.jpg","","0","pal_images/iconic_eye.jpg,pal_images/random10.jpg","pal_images/iconic_eye.jpg","test","pal","true","","2",""
"html-button-response","135","253314","0.0-16.0-0.4","","","744.99000000651","","","0","","","","","","","",""
"image-button-response","136","255202","0.0-16.0-1.4","","","1783.320000016829","pal_images/car.jpg","","1","pal_images/iconic_car.jpg,pal_images/amb_car.jpg","pal_images/amb_car.jpg","test","pal","true","","2",""
"html-button-response","137","255906","0.0-16.0-0.5","","","600.9049999993294","","","0","","","","","","","",""
"image-button-response","138","257891","0.0-16.0-1.5","","","1880.0300000002608","pal_images/tub.jpg","","1","pal_images/iconic_tub.jpg,pal_images/amb_tub.jpg","pal_images/amb_tub.jpg","test","pal","true","","2",""
"html-button-response","139","258645","0.0-16.0-0.6","","","650.3250000241678","","","0","","","","","","","",""
"image-button-response","140","260121","0.0-16.0-1.6","","","1372.7649999782443","pal_images/fox.jpg","","0","pal_images/amb_fox.jpg,pal_images/iconic_fox.jpg","pal_images/amb_fox.jpg","test","pal","true","","2",""
"html-button-response","141","260760","0.0-16.0-0.7","","","535.1249999948777","","","0","","","","","","","",""
"image-button-response","142","263378","0.0-16.0-1.7","","","2512.335000006715","pal_images/snake.jpg","","0","pal_images/iconic_snake.jpg,pal_images/amb_snake.jpg","pal_images/amb_snake.jpg","test","pal","false","","2",""
"survey-text","143","266190","0.0-17.0","","","2703.255000000354","","","","","","","","","","","{""feedback"":""""}"
"audio-keyboard-response","144","268742","0.0-18.0","","","null","audio/done.mp3","null","","","","","","","","",""
