"trial_type","trial_index","time_elapsed","internal_node_id","subject","success","rt","stimulus","key_press","button_pressed","choices","target","block","task","accuracy","video","condition","responses"
"video-keyboard-response","85","125898","0.0-11.0-1.0","","","null","audio/instructions_gotogether.mp3","null","","","","teach","pal","","videos/cond1_newamb_eye.mp4","",""
"html-button-response","86","126858","0.0-11.0-0.1","","","856.6049999999523","","","0","","","","","","","",""
"video-keyboard-response","87","130465","0.0-11.0-1.1","","","null","audio/instructions_gotogether.mp3","null","","","","teach","pal","","videos/cond1_iconic_chair1_MUTE.mp4","",""
"html-button-response","88","130989","0.0-11.0-0.2","","","422.9000000000233","","","0","","","","","","","",""
"video-keyboard-response","89","134598","0.0-11.0-1.2","","","null","audio/instructions_gotogether.mp3","null","","","","teach","pal","","videos/cond1_iconic_tub1_MUTE.mp4","",""
"html-button-response","90","135011","0.0-11.0-0.3","","","311.035000000149","","","0","","","","","","","",""
"video-keyboard-response","91","138614","0.0-11.0-1.3","","","null","audio/instructions_gotogether.mp3","null","","","","teach","pal","","videos/cond1_newamb_button.mp4","",""
"html-button-response","92","139105","0.0-11.0-0.4","","","386.97500000035507","","","0","","","","","","","",""
"video-keyboard-response","93","142712","0.0-11.0-1.4","","","null","audio/instructions_alsogotogether.mp3","null","","","","teach","pal","","videos/cond1_newamb_butterfly.mp4","",""
"html-button-response","94","143188","0.0-11.0-0.5","","","374.8599999998987","","","0","","","","","","","",""
"video-keyboard-response","95","146796","0.0-11.0-1.5","","","null","audio/instructions_alsogotogether.mp3","null","","","","teach","pal","","videos/cond1_iconic_fox1_MUTE.mp4","",""
"html-button-response","96","147332","0.0-11.0-0.6","","","434.39500000025146","","","0","","","","","","","",""
"video-keyboard-response","97","150940","0.0-11.0-1.6","","","2240.064999999944","audio/instructions_alsogotogether.mp3","91","","","","teach","pal","","videos/cond1_newamb_boots.mp4","",""
"html-button-response","98","152077","0.0-11.0-0.7","","","1030.1049999998359","","","0","","","","","","","",""
"video-keyboard-response","99","155686","0.0-11.0-1.7","","","1355.4949999997916","audio/instructions_alsogotogether.mp3","91","","","","teach","pal","","videos/cond1_newamb_bib.mp4","",""
"audio-keyboard-response","100","158145","0.0-12.0","","","null","audio/instructions_whichpictures.wav","null","","","","","","","","",""
"html-button-response","101","159485","0.0-13.0-0.0","","","1237.8850000000093","","","0","","","","","","","",""
"image-button-response","102","165812","0.0-13.0-1.0","","","6222.96000000005","pal_images/eye.jpg","","1","pal_images/iconic_eye.jpg,pal_images/amb_eye.jpg","pal_images/amb_eye.jpg","test","pal","true","","1",""
"html-button-response","103","166592","0.0-13.0-0.1","","","677.8549999999232","","","0","","","","","","","",""
"image-button-response","104","168175","0.0-13.0-1.1","","","1478.8949999997276","pal_images/button.jpg","","0","pal_images/amb_button.jpg,pal_images/iconic_button.jpg","pal_images/amb_button.jpg","test","pal","true","","1",""
"html-button-response","105","168638","0.0-13.0-0.2","","","358.3499999999767","","","0","","","","","","","",""
"image-button-response","106","171179","0.0-13.0-1.2","","","2435.4200000002456","pal_images/butterfly.jpg","","0","pal_images/amb_butterfly.jpg,pal_images/iconic_butterfly.jpg","pal_images/amb_butterfly.jpg","test","pal","true","","1",""
"html-button-response","107","171626","0.0-13.0-0.3","","","343.6799999999639","","","0","","","","","","","",""
"image-button-response","108","172902","0.0-13.0-1.3","","","1171.3100000001723","pal_images/tub.jpg","","1","pal_images/random14.jpg,pal_images/iconic_tub.jpg","pal_images/iconic_tub.jpg","test","pal","true","","1",""
"html-button-response","109","173359","0.0-13.0-0.4","","","354.4499999998079","","","0","","","","","","","",""
"image-button-response","110","175132","0.0-13.0-1.4","","","1667.5150000001013","pal_images/fox.jpg","","0","pal_images/iconic_fox.jpg,pal_images/random12.jpg","pal_images/iconic_fox.jpg","test","pal","true","","1",""
"html-button-response","111","175492","0.0-13.0-0.5","","","259.28499999962514","","","0","","","","","","","",""
"image-button-response","112","177801","0.0-13.0-1.5","","","2203.4349999999104","pal_images/chair.jpg","","1","pal_images/random11.jpg,pal_images/iconic_chair.jpg","pal_images/iconic_chair.jpg","test","pal","true","","1",""
"html-button-response","113","178685","0.0-13.0-0.6","","","777.2900000000081","","","0","","","","","","","",""
"image-button-response","114","187670","0.0-13.0-1.6","","","8882.894999999728","pal_images/bib.jpg","","0","pal_images/iconic_bib.jpg,pal_images/amb_bib.jpg","pal_images/amb_bib.jpg","test","pal","false","","1",""
"html-button-response","115","188204","0.0-13.0-0.7","","","429.9000000000815","","","0","","","","","","","",""
"image-button-response","116","189746","0.0-13.0-1.7","","","1439.2000000002736","pal_images/boots.jpg","","1","pal_images/amb_boots.jpg,pal_images/iconic_boots.jpg","pal_images/amb_boots.jpg","test","pal","false","","1",""
"audio-keyboard-response","117","195008","0.0-14.0","","","null","audio/instructions_newgame.mp3","null","","","","","","","","",""
"html-button-response","118","196082","0.0-15.0-0.0","","","971.8899999998102","","","0","","","","","","","",""
"audio-button-response","119","201189","0.0-15.0-1.0","","","null","audio/instructions_checktheseout.mp3","","null","pal_images/random10.jpg,pal_images/random3.jpg,pal_images/iconic_pizza.jpg,pal_images/iconic_car.jpg","","preview","pal","","","",""
"html-button-response","120","201965","0.0-15.0-0.1","","","673.7099999995553","","","0","","","","","","","",""
"audio-button-response","121","207072","0.0-15.0-1.1","","","null","audio/instructions_wowthesearecool.mp3","","null","pal_images/iconic_boat.jpg,pal_images/iconic_table.jpg,pal_images/iconic_lightning.jpg,pal_images/amb_pizza.jpg","","preview","pal","","","",""
"html-button-response","122","208418","0.0-15.0-0.2","","","1244.9200000001001","","","0","","","","","","","",""
"audio-button-response","123","213526","0.0-15.0-1.2","","","null","audio/instructions_checktheseout.mp3","","null","pal_images/random16.jpg,pal_images/random9.jpg,pal_images/iconic_sandbox.jpg,pal_images/amb_flag.jpg","","preview","pal","","","",""
"html-button-response","124","214278","0.0-15.0-0.3","","","650.1049999997194","","","0","","","","","","","",""
"audio-button-response","125","219382","0.0-15.0-1.3","","","null","audio/instructions_lookatthese.mp3","","null","pal_images/random6.jpg,pal_images/iconic_flag.jpg,pal_images/iconic_snake.jpg,pal_images/amb_lightning.jpg","","preview","pal","","","",""
"html-button-response","126","219830","0.0-16.0-0.0","","","345.95500000024913","","","0","","","","","","","",""
"video-keyboard-response","127","223434","0.0-16.0-1.0","","","null","audio/instructions_gotogethertoo.mp3","null","","","","teach","pal","","videos/cond1_iconic_car1_MUTE.mp4","",""
"html-button-response","128","224049","0.0-16.0-0.1","","","513.8899999996938","","","0","","","","","","","",""
"video-keyboard-response","129","227654","0.0-16.0-1.1","","","null","audio/instructions_gotogethertoo.mp3","null","","","","teach","pal","","videos/cond1_newamb_lightning.mp4","",""
"html-button-response","130","228174","0.0-16.0-0.2","","","418.32500000009895","","","0","","","","","","","",""
"video-keyboard-response","131","231781","0.0-16.0-1.2","","","null","audio/instructions_gotogethertoo.mp3","null","","","","teach","pal","","videos/cond1_newamb_flag.mp4","",""
"html-button-response","132","232373","0.0-16.0-0.3","","","490.5899999998801","","","0","","","","","","","",""
"video-keyboard-response","133","235978","0.0-16.0-1.3","","","null","audio/instructions_gotogethertoo.mp3","null","","","","teach","pal","","videos/cond1_newamb_pizza.mp4","",""
"html-button-response","134","236544","0.0-16.0-0.4","","","464.29499999975087","","","0","","","","","","","",""
"video-keyboard-response","135","240151","0.0-16.0-1.4","","","160.8149999997404","audio/instructions_justafewmore.mp3","13","","","","teach","pal","","videos/cond1_iconic_snake1_MUTE.mp4","",""
"html-button-response","136","240861","0.0-16.0-0.5","","","607.8549999997485","","","0","","","","","","","",""
"video-keyboard-response","137","244465","0.0-16.0-1.5","","","null","audio/instructions_justafewmore.mp3","null","","","","teach","pal","","videos/cond1_iconic_boat1_MUTE.mp4","",""
"html-button-response","138","245043","0.0-16.0-0.6","","","476.5250000000233","","","0","","","","","","","",""
"video-keyboard-response","139","248652","0.0-16.0-1.6","","","null","audio/instructions_justafewmore.mp3","null","","","","teach","pal","","videos/cond1_iconic_sandbox1_MUTE.mp4","",""
"html-button-response","140","249781","0.0-16.0-0.7","","","1026.8249999999243","","","0","","","","","","","",""
"video-keyboard-response","141","253388","0.0-16.0-1.7","","","null","audio/instructions_justafewmore.mp3","null","","","","teach","pal","","videos/cond1_iconic_table1_MUTE.mp4","",""
"audio-keyboard-response","142","255847","0.0-17.0","","","null","audio/instructions_whichpictures.wav","null","","","","","","","","",""
"html-button-response","143","256577","0.0-18.0-0.0","","","627.7500000001164","","","0","","","","","","","",""
"image-button-response","144","261583","0.0-18.0-1.0","","","4902.399999999965","pal_images/boat.jpg","","1","pal_images/random10.jpg,pal_images/iconic_boat.jpg","pal_images/iconic_boat.jpg","test","pal","true","","1",""
"html-button-response","145","262157","0.0-18.0-0.1","","","469.3649999999325","","","0","","","","","","","",""
"image-button-response","146","267016","0.0-18.0-1.1","","","4756.395000000368","pal_images/snake.jpg","","0","pal_images/iconic_snake.jpg,pal_images/random3.jpg","pal_images/iconic_snake.jpg","test","pal","true","","1",""
"html-button-response","147","267694","0.0-18.0-0.2","","","576.2949999998091","","","0","","","","","","","",""
"image-button-response","148","271440","0.0-18.0-1.2","","","3640.609999999928","pal_images/table.jpg","","1","pal_images/random9.jpg,pal_images/iconic_table.jpg","pal_images/iconic_table.jpg","test","pal","true","","1",""
"html-button-response","149","272046","0.0-18.0-0.3","","","502.2650000000722","","","0","","","","","","","",""
"image-button-response","150","275388","0.0-18.0-1.3","","","3239.6250000001164","pal_images/lightning.jpg","","1","pal_images/iconic_lightning.jpg,pal_images/amb_lightning.jpg","pal_images/amb_lightning.jpg","test","pal","true","","1",""
"html-button-response","151","276020","0.0-18.0-0.4","","","526.8899999996647","","","0","","","","","","","",""
"image-button-response","152","279287","0.0-18.0-1.4","","","3159.9400000000023","pal_images/flag.jpg","","1","pal_images/iconic_flag.jpg,pal_images/amb_flag.jpg","pal_images/amb_flag.jpg","test","pal","true","","1",""
"html-button-response","153","279941","0.0-18.0-0.5","","","549.5050000000047","","","0","","","","","","","",""
"image-button-response","154","281422","0.0-18.0-1.5","","","1379.320000000007","pal_images/pizza.jpg","","0","pal_images/amb_pizza.jpg,pal_images/iconic_pizza.jpg","pal_images/amb_pizza.jpg","test","pal","true","","1",""
"html-button-response","155","281992","0.0-18.0-0.6","","","466.4299999999348","","","0","","","","","","","",""
"image-button-response","156","286048","0.0-18.0-1.6","","","3953.25","pal_images/sandbox.jpg","","1","pal_images/random16.jpg,pal_images/iconic_sandbox.jpg","pal_images/iconic_sandbox.jpg","test","pal","true","","1",""
"html-button-response","157","286728","0.0-18.0-0.7","","","574.5700000002398","","","0","","","","","","","",""
"image-button-response","158","292069","0.0-18.0-1.7","","","5237.374999999709","pal_images/car.jpg","","0","pal_images/iconic_car.jpg,pal_images/random6.jpg","pal_images/iconic_car.jpg","test","pal","true","","1",""
"survey-text","159","303963","0.0-19.0","","","11773.489999999583","","","","","","","","","","","{""feedback"":""test - lo nice!! looking spectacular""}"
"audio-keyboard-response","160","306525","0.0-20.0","","","null","audio/done.mp3","null","","","","","","","","",""
